2465.44  -6.3542  0.3849
2465.49  -6.3627  0.3849
2465.53  -6.3713  0.3849
2465.58  -6.3799  0.3849
2465.63  -6.3887  0.3848
2465.68  -6.3974  0.3848
2465.73  -6.4063  0.3848
2465.78  -6.4152  0.3848
2465.83  -6.4242  0.3848
2465.88  -6.4333  0.3848
2465.93  -6.4424  0.3848
2465.98  -6.4516  0.3847
2466.03  -6.4609  0.3847
2466.07  -6.4703  0.3847
2466.12  -6.4797  0.3847
2466.17  -6.4892  0.3847
2466.22  -6.4988  0.3847
2466.27  -6.5085  0.3847
2466.32  -6.5183  0.3847
2466.37  -6.5281  0.3846
2466.42  -6.5380  0.3846
2466.47  -6.5481  0.3846
2466.52  -6.5582  0.3846
2466.56  -6.5684  0.3846
2466.61  -6.5786  0.3846
2466.66  -6.5890  0.3846
2466.71  -6.5995  0.3845
2466.76  -6.6101  0.3845
2466.81  -6.6207  0.3845
2466.86  -6.6315  0.3845
2466.91  -6.6424  0.3845
2466.96  -6.6533  0.3845
2467.01  -6.6644  0.3845
2467.06  -6.6756  0.3845
2467.1  -6.6869  0.3844
2467.15  -6.6983  0.3844
2467.2  -6.7098  0.3844
2467.25  -6.7215  0.3844
2467.3  -6.7332  0.3844
2467.35  -6.7451  0.3844
2467.4  -6.7571  0.3844
2467.45  -6.7692  0.3843
2467.5  -6.7815  0.3843
2467.55  -6.7939  0.3843
2467.6  -6.8064  0.3843
2467.64  -6.8191  0.3843
2467.69  -6.8319  0.3843
2467.74  -6.8448  0.3843
2467.79  -6.8579  0.3843
2467.84  -6.8711  0.3842
2467.89  -6.8845  0.3842
2467.94  -6.8981  0.3842
2467.99  -6.9118  0.3842
2468.04  -6.9257  0.3842
2468.09  -6.9397  0.3842
2468.14  -6.9539  0.3842
2468.19  -6.9683  0.3841
2468.23  -6.9829  0.3841
2468.28  -6.9977  0.3841
2468.33  -7.0126  0.3841
2468.38  -7.0278  0.3841
2468.43  -7.0431  0.3841
2468.48  -7.0587  0.3841
2468.53  -7.0744  0.3840
2468.58  -7.0904  0.3840
2468.63  -7.1066  0.3840
2468.68  -7.1230  0.3840
2468.73  -7.1397  0.3840
2468.77  -7.1566  0.3840
2468.82  -7.1738  0.3840
