4290.12  0.1275  0.1168
4305.01  0.1268  0.1160
4320.01  0.1262  0.1152
4335.12  0.1256  0.1144
4350.33  0.1249  0.1136
4365.65  0.1243  0.1128
4381.07  0.1237  0.1120
4396.61  0.1231  0.1112
4412.25  0.1224  0.1104
4428.01  0.1218  0.1097
4443.88  0.1212  0.1089
4459.87  0.1205  0.1081
4475.97  0.1199  0.1073
4492.19  0.1193  0.1065
4508.52  0.1186  0.1058
4524.98  0.1180  0.1050
4541.55  0.1174  0.1042
4558.25  0.1168  0.1035
4575.07  0.1161  0.1027
4592.01  0.1155  0.1020
4609.08  0.1149  0.1012
4626.28  0.1142  0.1004
4643.61  0.1136  0.0997
4661.07  0.1130  0.0989
4678.65  0.1124  0.0982
4696.38  0.1117  0.0975
4714.23  0.1111  0.0967
4732.23  0.1105  0.0960
4750.36  0.1099  0.0952
4768.63  0.1092  0.0945
4787.04  0.1086  0.0938
4805.59  0.1080  0.0931
4824.29  0.1073  0.0923
4843.14  0.1067  0.0916
4862.13  0.1061  0.0909
4881.27  0.1055  0.0902
4900.57  0.1049  0.0895
4920.01  0.1042  0.0887
4939.62  0.1036  0.0880
4959.37  0.1030  0.0873
4979.29  0.1024  0.0866
4999.37  0.1017  0.0859
5019.61  0.1011  0.0852
5040.01  0.1005  0.0845
5060.59  0.0999  0.0838
5081.33  0.0993  0.0832
5102.24  0.0986  0.0825
5123.32  0.0980  0.0818
5144.58  0.0974  0.0811
5166.01  0.0968  0.0804
5187.63  0.0962  0.0797
5209.43  0.0955  0.0791
5231.41  0.0949  0.0784
5253.57  0.0943  0.0777
5275.93  0.0937  0.0771
5298.48  0.0931  0.0764
5321.22  0.0925  0.0757
5344.15  0.0919  0.0751
5367.29  0.0912  0.0744
5390.62  0.0906  0.0738
5414.16  0.0900  0.0731
5437.91  0.0894  0.0725
5461.87  0.0888  0.0718
5486.03  0.0882  0.0712
5510.42  0.0876  0.0705
5535.02  0.0870  0.0699
5559.84  0.0863  0.0693
5584.88  0.0857  0.0686
5610.15  0.0851  0.0680
5635.65  0.0845  0.0674
5661.39  0.0839  0.0668
5687.36  0.0833  0.0661
5713.56  0.0827  0.0655
5740.02  0.0821  0.0649
5766.71  0.0815  0.0643
5793.66  0.0809  0.0637
5820.86  0.0803  0.0631
5848.32  0.0797  0.0625
5876.04  0.0791  0.0619
5904.02  0.0785  0.0613
5932.27  0.0779  0.0607
5960.79  0.0773  0.0601
5989.58  0.0767  0.0595
6018.66  0.0761  0.0589
6048.02  0.0755  0.0583
6077.66  0.0749  0.0577
6107.6  0.0743  0.0572
6137.84  0.0737  0.0566
6168.38  0.0731  0.0560
6199.22  0.0725  0.0554
6230.37  0.0719  0.0549
6261.84  0.0713  0.0543
6293.62  0.0708  0.0537
6325.73  0.0702  0.0532
6358.17  0.0696  0.0526
6390.95  0.0690  0.0521
6424.06  0.0684  0.0515
6457.52  0.0678  0.0510
6491.33  0.0672  0.0504
6525.49  0.0666  0.0499
6560.02  0.0661  0.0493
6594.91  0.0655  0.0488
6630.18  0.0649  0.0483
6665.82  0.0643  0.0477
6701.86  0.0637  0.0472
6738.28  0.0632  0.0467
6775.1  0.0626  0.0462
6812.33  0.0620  0.0456
6849.96  0.0614  0.0451
6888.02  0.0609  0.0446
6926.5  0.0603  0.0441
6965.41  0.0597  0.0436
7004.77  0.0592  0.0431
7044.57  0.0586  0.0426
7084.82  0.0580  0.0421
7125.54  0.0574  0.0416
7166.73  0.0569  0.0411
7208.39  0.0563  0.0406
7250.55  0.0558  0.0401
7293.2  0.0552  0.0396
7336.35  0.0546  0.0391
7380.02  0.0541  0.0386
7424.21  0.0535  0.0382
7468.94  0.0530  0.0377
7514.2  0.0524  0.0372
7560.02  0.0518  0.0367
7606.4  0.0513  0.0363
7653.35  0.0507  0.0358
7700.89  0.0502  0.0354
7749.02  0.0496  0.0349
7797.76  0.0491  0.0344
7847.11  0.0485  0.0340
7897.09  0.0480  0.0335
7947.71  0.0474  0.0331
7998.99  0.0469  0.0327
8050.93  0.0464  0.0322
8103.55  0.0458  0.0318
8156.86  0.0453  0.0313
8210.88  0.0447  0.0309
8265.62  0.0442  0.0305
8321.1  0.0437  0.0301
8377.32  0.0431  0.0296
8434.31  0.0426  0.0292
8492.08  0.0421  0.0288
8550.64  0.0415  0.0284
8610.02  0.0410  0.0280
8670.23  0.0405  0.0276
8731.29  0.0400  0.0272
8793.22  0.0394  0.0268
8856.02  0.0389  0.0264
8919.74  0.0384  0.0260
8984.37  0.0379  0.0256
9049.95  0.0374  0.0252
9116.5  0.0368  0.0248
9184.03  0.0363  0.0244
9252.56  0.0358  0.0240
9322.13  0.0353  0.0236
9392.75  0.0348  0.0233
9464.45  0.0343  0.0229
9537.26  0.0338  0.0225
9611.19  0.0333  0.0222
9686.28  0.0328  0.0218
9762.55  0.0323  0.0214
9840.03  0.0318  0.0211
9918.75  0.0313  0.0207
9998.74  0.0311  0.0204
10080  0.0306  0.0200
10162.7  0.0301  0.0197
10246.6  0.0296  0.0193
10332  0.0291  0.0190
10418.9  0.0286  0.0186
10507.1  0.0281  0.0183
10597  0.0276  0.0180
10688.3  0.0271  0.0176
10781.2  0.0266  0.0173
10875.8  0.0262  0.0170
10972.1  0.0257  0.0167
11070  0.0252  0.0163
11169.8  0.0247  0.0160
11271.3  0.0243  0.0157
11374.7  0.0238  0.0154
11480  0.0233  0.0151
11587.3  0.0229  0.0148
11696.6  0.0224  0.0145
11808  0.0219  0.0142
11921.6  0.0215  0.0139
12037.3  0.0210  0.0136
12155.3  0.0206  0.0134
12275.7  0.0201  0.0131
12398.4  0.0197  0.0128
12523.7  0.0192  0.0125
12651.5  0.0188  0.0122
12781.9  0.0183  0.0120
12915  0.0179  0.0117
13051  0.0175  0.0114
13189.8  0.0170  0.0112
13331.6  0.0166  0.0109
13476.6  0.0162  0.0107
13624.7  0.0157  0.0104
13776  0.0153  0.0102
13930.8  0.0149  0.0099
14089.1  0.0145  0.0097
14251.1  0.0141  0.0094
14416.8  0.0137  0.0092
14586.4  0.0133  0.0090
14760  0.0128  0.0087
14937.9  0.0124  0.0085
15120  0.0120  0.0083
15306.7  0.0116  0.0081
15498  0.0113  0.0079
15694.2  0.0109  0.0077
15895.4  0.0105  0.0074
16101.9  0.0101  0.0072
16313.7  0.0097  0.0070
16531.2  0.0093  0.0068
16754.6  0.0090  0.0066
16984.2  0.0086  0.0064
17220  0.0082  0.0062
17462.6  0.0079  0.0061
17712  0.0075  0.0059
17968.7  0.0071  0.0057
18233  0.0068  0.0055
18505.1  0.0064  0.0053
18785.5  0.0061  0.0052
19074.5  0.0057  0.0050
19372.6  0.0054  0.0048
19680.1  0.0051  0.0047
19997.5  0.0047  0.0045
20325.3  0.0044  0.0043
20664.1  0.0041  0.0042
21014.3  0.0038  0.0040
21376.6  0.0034  0.0039
21751.6  0.0031  0.0037
22140.1  0.0028  0.0036
22542.6  0.0025  0.0034
22960.1  0.0022  0.0033
23393.3  0.0019  0.0032
23843.1  0.0016  0.0030
24310.7  0.0013  0.0029
24796.9  0.0010  0.0028
25302.9  0.0007  0.0027
25830.1  0.0005  0.0025
26379.6  0.0002  0.0024
26953.1  -0.0001  0.0023
27552.1  -0.0004  0.0022
28178.3  -0.0006  0.0021
28833.6  -0.0009  0.0020
29520.1  -0.0011  0.0019
30240.1  -0.0014  0.0018
30996.1  -0.0016  0.0017
31790.9  -0.0019  0.0016
32627.5  -0.0021  0.0015
33509.3  -0.0023  0.0014
34440.1  -0.0026  0.0013
35424.1  -0.0028  0.0012
36466  -0.0030  0.0012
37571  -0.0032  0.0011
38745.1  -0.0034  0.0010
39994.9  -0.0036  0.0009
41328.1  -0.0038  0.0009
42753.2  -0.0040  0.0008
44280.1  -0.0042  0.0007
45920.1  -0.0044  0.0007
47686.3  -0.0045  0.0006
49593.7  -0.0047  0.0006
51660.1  -0.0049  0.0005
53906.2  -0.0050  0.0005
56356.5  -0.0052  0.0004
59040.2  -0.0053  0.0004
61992.2  -0.0055  0.0003
65254.9  -0.0056  0.0003
68880.2  -0.0058  0.0003
72932  -0.0059  0.0002
77490.2  -0.0060  0.0002
82656.2  -0.0061  0.0002
88560.2  -0.0062  0.0002
95372.6  -0.0063  0.0001
103320  -0.0064  0.0001
112713  -0.0065  0.0001
123984  -0.0066  0.0001
