4290.12  -4.3582  10.5368
4305.01  -4.3600  10.4817
4320.01  -4.3619  10.4267
4335.12  -4.3641  10.3717
4350.33  -4.3664  10.3168
4365.65  -4.3690  10.2620
4381.07  -4.3718  10.2073
4396.61  -4.3748  10.1527
4412.25  -4.3780  10.0981
4428.01  -4.3767  10.0435
4443.88  -4.3803  9.9890
4459.87  -4.3842  9.9346
4475.97  -4.3883  9.8803
4492.19  -4.3926  9.8260
4508.52  -4.3972  9.7718
4524.98  -4.4019  9.7177
4541.55  -4.4069  9.6637
4558.25  -4.4122  9.6098
4575.07  -4.4176  9.5560
4592.01  -4.4233  9.5022
4609.08  -4.4292  9.4485
4626.28  -4.4353  9.3949
4643.61  -4.4417  9.3414
4661.07  -4.4482  9.2880
4678.65  -4.4551  9.2347
4696.38  -4.4621  9.1814
4714.23  -4.4695  9.1283
4732.23  -4.4770  9.0752
4750.36  -4.4848  9.0222
4768.63  -4.4928  8.9693
4787.04  -4.5011  8.9165
4805.59  -4.5096  8.8637
4824.29  -4.5184  8.8111
4843.14  -4.5275  8.7585
4862.13  -4.5368  8.7061
4881.27  -4.5463  8.6537
4900.57  -4.5561  8.6014
4920.01  -4.5662  8.5492
4939.62  -4.5766  8.4971
4959.37  -4.5872  8.4451
4979.29  -4.5981  8.3932
4999.37  -4.6093  8.3413
5019.61  -4.6207  8.2896
5040.01  -4.6325  8.2379
5060.59  -4.6445  8.1864
5081.33  -4.6568  8.1349
5102.24  -4.6694  8.0835
5123.32  -4.6823  8.0323
5144.58  -4.6955  7.9811
5166.01  -4.7091  7.9300
5187.63  -4.7229  7.8790
5209.43  -4.7371  7.8281
5231.41  -4.7515  7.7773
5253.57  -4.7663  7.7266
5275.93  -4.7815  7.6759
5298.48  -4.7969  7.6254
5321.22  -4.8127  7.5750
5344.15  -4.8289  7.5247
5367.29  -4.8454  7.4744
5390.62  -4.8623  7.4243
5414.16  -4.8795  7.3743
5437.91  -4.8971  7.3244
5461.87  -4.9152  7.2745
5486.03  -4.9335  7.2248
5510.42  -4.9523  7.1751
5535.02  -4.9715  7.1256
5559.84  -4.9911  7.0762
5584.88  -5.0112  7.0268
5610.15  -5.0317  6.9776
5635.65  -5.0526  6.9285
5661.39  -5.0739  6.8795
5687.36  -5.0958  6.8305
5713.56  -5.1181  6.7817
5740.02  -5.1409  6.7330
5766.71  -5.1642  6.6844
5793.66  -5.1880  6.6359
